,admin_name,A,admin_name.1,B,inter_area,inter_peri,A_union_B,inter_area/A_union_B,inter_area/min,inter_area/max,inter_area/peri_sq,pair,norm_inter_area,log_inter_area,log_iou,log_min,log_max,log_ap,row_id,diff_log_inter_area,diff_log_iou,diff_log_min,diff_log_max,diff_log_ap
1520,saturia,147.8890948,saturia,147.8890948,147.8890948,9942352710,147.8890948,1,1,1,0.014874658,91_01,0.083445411,4.996462633,-7.99E-15,-4.00E-15,-4.00E-15,-4.20809633,1520,0,0,0,0,0
7908,saturia,147.8890948,saturia,147.8890948,147.8890948,9942352710,147.8890948,1,1,1,0.014874658,91_11,0.083445411,4.996462633,-7.99E-15,-4.00E-15,-4.00E-15,-4.20809633,7908,0,0,0,0,0
2225,mirzaganj,147.3476462,mirzaganj,147.3476462,147.3476462,7625588938,147.3476462,1,1,1,0.019322789,91_01,0.083139902,4.992794735,-3.50E-14,-1.80E-14,-1.80E-14,-3.946470101,2225,0.000683186,0,0,0,0
5368,mirzaganj,147.3476462,mirzaganj,147.3476462,147.3476462,7625588938,147.3476462,1,1,1,0.019322789,01_11,0.083139902,4.992794735,-3.50E-14,-1.80E-14,-1.80E-14,-3.946470101,5368,0,0,3.00E-15,0,0.00069279
8611,mirzaganj,147.3476462,mirzaganj,147.3476462,147.3476462,7625588938,147.3476462,1,1,1,0.019322789,91_11,0.083139902,4.992794735,-3.50E-14,-1.80E-14,-1.80E-14,-3.946470101,8611,0,0,0,0,0
5237,faridpur,147.2470148,faridpur,147.2470148,147.2470148,5435141002,147.2470148,1,1,1,0.027091664,01_11,0.083083122,4.992111549,-3.40E-14,-1.70E-14,-1.70E-14,-3.608529193,5237,0.007019208,9.99E-16,9.99E-16,0,0
2097,faridpur,147.2470148,faridpur,147.2470148,147.2470148,5435141002,147.2470148,1,1,1,0.027091664,91_01,0.083083122,4.992111549,-3.40E-14,-1.70E-14,-1.70E-14,-3.608529193,2097,0,0,0,9.99E-16,0.002018585
8484,faridpur,147.2470148,faridpur,147.2470148,147.2470148,5435141002,147.2470148,1,1,1,0.027091664,91_11,0.083083122,4.992111549,-3.40E-14,-1.70E-14,-1.70E-14,-3.608529193,8484,0,0,0,0,0
9233,laksam,489.2309455,laksam,146.2170762,146.2170762,5257808184,489.2309455,0.298871275,1,0.298871275,0.027809511,91_11,0.082501986,4.985092341,-1.207742318,-8.77E-13,-1.207742318,-3.582377183,9233,4.09E-14,0.00801353,2.91E-14,0.00801353,0.000104678
6011,laksam,421.4869522,laksam,146.2170762,146.2170762,5257808184,421.4869522,0.346907717,1,0.346907717,0.027809511,01_11,0.082501986,4.985092341,-1.05869648,-9.16E-13,-1.05869648,-3.582377183,6011,0.001819226,0.00958739,2.90E-14,0.00958739,4.24E-13
1497,ghior,145.9513161,ghior,145.9513161,145.9513161,6413750070,145.9513161,1,1,1,0.022756003,91_01,0.082352033,4.983273115,9.99E-15,9.99E-15,9.99E-15,-3.782926299,1497,0.000979045,0,0,0,0.001179992
4628,ghior,145.9513161,ghior,145.9513161,145.9513161,6413750070,145.9513161,1,1,1,0.022756003,01_11,0.082352033,4.983273115,9.99E-15,9.99E-15,9.99E-15,-3.782926299,4628,0,0,0,0,0
7885,ghior,145.9513161,ghior,145.9513161,145.9513161,6413750070,145.9513161,1,1,1,0.022756003,91_11,0.082352033,4.983273115,9.99E-15,9.99E-15,9.99E-15,-3.782926299,7885,0,0,0,0,0
6748,boalkhali,145.8084931,boalkhali,145.8084931,145.8084931,3702507176,145.8084931,1,1,1,0.039381016,91_11,0.082271446,4.98229407,-3.00E-15,-9.99E-16,-9.99E-16,-3.234471415,6748,0.001676456,0,0,0,0.006107913
367,boalkhali,145.8084931,boalkhali,145.8084931,145.8084931,3702507176,145.8084931,1,1,1,0.039381016,91_01,0.082271446,4.98229407,-3.00E-15,-9.99E-16,-9.99E-16,-3.234471415,367,0,0,0,0,0
3468,boalkhali,145.8084931,boalkhali,145.8084931,145.8084931,3702507176,145.8084931,1,1,1,0.039381016,01_11,0.082271446,4.98229407,-3.00E-15,-9.99E-16,-9.99E-16,-3.234471415,3468,0,0,0,0,0
3757,ghoraghat,145.5642564,ghoraghat,145.5642564,145.5642564,7070933080,145.5642564,1,1,1,0.020586287,01_11,0.082133637,4.980617614,-6.99E-15,-4.00E-15,-4.00E-15,-3.883130114,3757,0.008564301,0,0,0,0
624,ghoraghat,145.5642564,ghoraghat,145.5642564,145.5642564,7070933080,145.5642564,1,1,1,0.020586287,91_01,0.082133637,4.980617614,-6.99E-15,-4.00E-15,-4.00E-15,-3.883130114,624,0,0,0,0,0.001584202
7018,ghoraghat,145.5642564,ghoraghat,145.5642564,145.5642564,7070933080,145.5642564,1,1,1,0.020586287,91_11,0.082133637,4.980617614,-6.99E-15,-4.00E-15,-4.00E-15,-3.883130114,7018,0,0,0,0,0
729,daganbhuiyan,144.3229234,daganbhuiyan,144.3229234,144.3229234,7559914148,144.3229234,1,1,1,0.019090551,91_01,0.081433223,4.972053312,-3.00E-14,-1.50E-14,-1.50E-14,-3.958561801,729,0.007174737,0,0,0,0
3861,daganbhuiyan,144.3229234,daganbhuiyan,144.3229234,144.3229234,7559914148,144.3229234,1,1,1,0.019090551,01_11,0.081433223,4.972053312,-3.00E-14,-1.50E-14,-1.50E-14,-3.958561801,3861,0,0,2.00E-15,0,0.005693539
7122,daganbhuiyan,144.3229234,daganbhuiyan,144.3229234,144.3229234,7559914148,144.3229234,1,1,1,0.019090551,91_11,0.081433223,4.972053312,-3.00E-14,-1.50E-14,-1.50E-14,-3.958561801,7122,0,0,0,0,0
1316,chilmari,234.3237165,char rajibpur,198.314691,143.2911502,5123654090,289.3472572,0.495222079,0.722544303,0.611509378,0.027966593,91_01,0.080851052,4.964878576,-0.702748973,-0.324976541,-0.491824987,-3.576744577,1316,0.002190242,0.007081987,0.035402947,0.000618406,0.001668294
1067,kanthalia,142.9776513,kanthalia,142.9776513,142.9776513,4963480068,142.9776513,1,1,1,0.028805928,91_01,0.080674163,4.962688334,9.99E-15,0,0,-3.547174067,1067,0.006437545,0,0,0,0.006813402
4201,kanthalia,142.9776513,kanthalia,142.9776513,142.9776513,4963480068,142.9776513,1,1,1,0.028805928,01_11,0.080674163,4.962688334,9.99E-15,0,0,-3.547174067,4201,0,0,0,0,0
7460,kanthalia,142.9776513,kanthalia,142.9776513,142.9776513,4963480068,142.9776513,1,1,1,0.028805928,91_11,0.080674163,4.962688334,9.99E-15,0,0,-3.547174067,7460,0,0,0,0,0
1578,gazaria,142.0601826,gazaria,142.0601826,142.0601826,3169323619,142.0601826,1,1,1,0.044823502,91_01,0.080156487,4.956250789,2.00E-14,9.99E-15,9.99E-15,-3.105022686,1578,0.005207842,0,0,0,0.009593451
4712,gazaria,142.0601826,gazaria,142.0601826,142.0601826,3169323619,142.0601826,1,1,1,0.044823502,01_11,0.080156487,4.956250789,2.00E-14,9.99E-15,9.99E-15,-3.105022686,4712,0,0,0,0,0
7966,gazaria,142.0601826,gazaria,142.0601826,142.0601826,3169323619,142.0601826,1,1,1,0.044823502,91_11,0.080156487,4.956250789,2.00E-14,9.99E-15,9.99E-15,-3.105022686,7966,0,0,0,0,0
2172,kaptai,141.3222787,kaptai,141.3222787,141.3222787,5752794604,141.3222787,1,1,1,0.024565848,91_01,0.07974013,4.951042947,3.00E-14,2.00E-14,2.00E-14,-3.706398087,2172,0.007261852,0,0,0,5.45E-06
5313,kaptai,141.3222787,kaptai,205.4240574,141.3222787,5752794604,205.4240574,0.687953887,1,0.687953887,0.024565848,01_11,0.07974013,4.951042947,-0.374033468,2.00E-14,-0.374033468,-3.706398087,5313,0,0.011445209,0,0.011445209,5.28E-14
8559,kaptai,141.3222787,kaptai,205.4240574,141.3222787,5752794604,205.4240574,0.687953887,1,0.687953887,0.024565848,91_11,0.07974013,4.951042947,-0.374033468,2.00E-14,-0.374033468,-3.706398087,8559,0,0,0,0,0
6384,chitalmari,140.2997346,chitalmari,140.2997346,140.2997346,4582382043,140.2997346,1,1,1,0.030617206,91_11,0.079163166,4.943781095,2.00E-14,9.99E-15,9.99E-15,-3.486193143,6384,0.00619107,0,0,0,0
7,chitalmari,140.2997346,chitalmari,140.2997346,140.2997346,4582382043,140.2997346,1,1,1,0.030617206,91_01,0.079163166,4.943781095,2.00E-14,9.99E-15,9.99E-15,-3.486193143,7,0,0,0,0,0.000857251
3099,chitalmari,140.2997346,chitalmari,140.2997346,140.2997346,4582382043,140.2997346,1,1,1,0.030617206,01_11,0.079163166,4.943781095,2.00E-14,9.99E-15,9.99E-15,-3.486193143,3099,0,0,0,0,0
4441,tarail,139.4338124,tarail,139.4338124,139.4338124,4601747157,139.4338124,1,1,1,0.03030019,01_11,0.078674576,4.937590026,-4.50E-14,-2.20E-14,-2.20E-14,-3.496601301,4441,0.001638466,3.00E-15,0,0,0
1305,tarail,139.4338124,tarail,139.4338124,139.4338124,4601747157,139.4338124,1,1,1,0.03030019,91_01,0.078674576,4.937590026,-4.50E-14,-2.20E-14,-2.20E-14,-3.496601301,1305,0,0,0,0,0.000541098
7698,tarail,139.4338124,tarail,139.4338124,139.4338124,4601747157,139.4338124,1,1,1,0.03030019,91_11,0.078674576,4.937590026,-4.50E-14,-2.20E-14,-2.20E-14,-3.496601301,7698,0,0,2.00E-15,2.00E-15,0
925,akkelpur,139.2055419,akkelpur,139.2055419,139.2055419,4795510301,139.2055419,1,1,1,0.029028306,91_01,0.078545776,4.935951559,0,0,0,-3.539483846,925,0.004427787,0,0,0,0
4058,akkelpur,139.2055419,akkelpur,139.2055419,139.2055419,4795510301,139.2055419,1,1,1,0.029028306,01_11,0.078545776,4.935951559,0,0,0,-3.539483846,4058,0,0,0,0,0
7318,akkelpur,139.2055419,akkelpur,139.2055419,139.2055419,4795510301,139.2055419,1,1,1,0.029028306,91_11,0.078545776,4.935951559,0,0,0,-3.539483846,7318,0,0,0,0,0.001722965
5010,bagati para,138.590532,bagati para,138.590532,138.590532,4801373188,138.590532,1,1,1,0.02886477,01_11,0.07819876,4.931523773,0,0,0,-3.545133464,5010,0.004929911,0,0,0,0
1870,bagati para,138.590532,bagati para,138.590532,138.590532,4801373188,138.590532,1,1,1,0.02886477,91_01,0.07819876,4.931523773,0,0,0,-3.545133464,1870,0,0,0,0,0.001712932
8258,bagati para,138.590532,bagati para,138.590532,138.590532,4801373188,138.590532,1,1,1,0.02886477,91_11,0.07819876,4.931523773,0,0,0,-3.545133464,8258,0,0,0,0,0
480,burichang,137.9089744,burichang,137.9089744,137.9089744,3902402758,137.9089744,1,1,1,0.035339503,91_01,0.077814196,4.926593862,9.99E-15,9.99E-15,9.99E-15,-3.342753872,480,1.31E-12,0,0,0,0.000452416
3595,burichang,137.9089744,burichang,171.0189211,137.9089744,3902402758,171.0189211,0.806396003,1,0.806396003,0.035339503,01_11,0.077814196,4.926593862,-0.215180338,-1.31E-12,-0.215180338,-3.342753872,3595,0.002667978,0,0,0,0
6865,burichang,137.9089744,burichang,171.0189211,137.9089744,3902402758,171.0189211,0.806396003,1,0.806396003,0.035339503,91_11,0.077814196,4.926593862,-0.215180338,-1.31E-12,-0.215180338,-3.342753872,6865,0,0.00159454,8.90E-14,0.00159454,1.64E-13
6311,pangsha,451.7988473,kalukhali,137.5415267,137.5415267,6348438542,451.7988473,0.304430893,1,0.304430893,0.02166541,01_11,0.077606866,4.923925884,-1.189311169,-6.02E-13,-1.189311169,-3.832038279,6311,0.006187942,0.00934333,0,0,0.005549378
9503,pangsha,451.7988473,kalukhali,137.5415267,137.5415267,6348438542,451.7988473,0.304430893,1,0.304430893,0.02166541,91_11,0.077606866,4.923925884,-1.189311169,-6.02E-13,-1.189311169,-3.832038279,9503,0,0,1.70E-14,0.00934333,0
688,char bhadrasan,136.6930556,char bhadrasan,136.6930556,136.6930556,3258109404,136.6930556,1,1,1,0.041954716,91_01,0.077128122,4.917737942,-1.10E-14,-5.00E-15,-5.00E-15,-3.171164427,688,0.007236032,0,0,0,0.001447513
3822,char bhadrasan,136.6930556,char bhadrasan,136.6930556,136.6930556,3258109404,136.6930556,1,1,1,0.041954716,01_11,0.077128122,4.917737942,-1.10E-14,-5.00E-15,-5.00E-15,-3.171164427,3822,0,0,0,0,0
7083,char bhadrasan,136.6930556,char bhadrasan,136.6930556,136.6930556,3258109404,136.6930556,1,1,1,0.041954716,91_11,0.077128122,4.917737942,-1.10E-14,-5.00E-15,-5.00E-15,-3.171164427,7083,0,0,0,0,0
2393,taraganj,135.7075103,taraganj,135.7075103,135.7075103,3678795472,135.7075103,1,1,1,0.036889115,91_01,0.076572035,4.91050191,-1.10E-14,-5.00E-15,-5.00E-15,-3.29983875,2393,0.021080659,0,9.99E-16,0,0
5538,taraganj,135.7075103,taraganj,135.7075103,135.7075103,3678795472,135.7075103,1,1,1,0.036889115,01_11,0.076572035,4.91050191,-1.10E-14,-5.00E-15,-5.00E-15,-3.29983875,5538,0,0,0,0,0
8777,taraganj,135.7075103,taraganj,135.7075103,135.7075103,3678795472,135.7075103,1,1,1,0.036889115,91_11,0.076572035,4.91050191,-1.10E-14,-5.00E-15,-5.00E-15,-3.29983875,8777,0,0,0,0,0.000763499
9248,chakaria,661.4984725,pekua,132.8766496,132.8766496,6255778051,661.4984725,0.200872194,1,0.200872194,0.021240627,91_11,0.074974741,4.889421251,-1.605086423,-1.40E-12,-1.605086423,-3.851839553,9248,0.011213926,0.039098485,2.10E-14,0.027371011,0
6028,chakaria,661.4984725,pekua,132.8766496,132.8766496,6255778051,661.4984725,0.200872194,1,0.200872194,0.021240627,01_11,0.074974741,4.889421251,-1.605086423,-1.40E-12,-1.605086423,-3.851839553,6028,0,0,0,0,0.002411792
7970,lohajang,131.3949043,lohajang,131.3949043,131.3949043,5902149241,131.3949043,1,1,1,0.022262213,91_11,0.074138677,4.878207325,-3.00E-15,-9.99E-16,-9.99E-16,-3.804864517,7970,0.007950051,0,0,0,0
1582,lohajang,131.3949043,lohajang,131.3949043,131.3949043,5902149241,131.3949043,1,1,1,0.022262213,91_01,0.074138677,4.878207325,-3.00E-15,-9.99E-16,-9.99E-16,-3.804864517,1582,0,0,0,0,5.74E-05
4717,lohajang,131.3949043,lohajang,131.3949043,131.3949043,5902149241,131.3949043,1,1,1,0.022262213,01_11,0.074138677,4.878207325,-3.00E-15,-9.99E-16,-9.99E-16,-3.804864517,4717,0,0,0,0,0
2051,chatkhil,130.3544494,chatkhil,130.3544494,130.3544494,5096009842,130.3544494,1,1,1,0.025579709,91_01,0.073551607,4.870257274,-1.10E-14,-6.00E-15,-6.00E-15,-3.665955855,2051,0.002647612,0,0,0,0.000183181
5191,chatkhil,130.3544494,chatkhil,130.3544494,130.3544494,5096009842,130.3544494,1,1,1,0.025579709,01_11,0.073551607,4.870257274,-1.10E-14,-6.00E-15,-6.00E-15,-3.665955855,5191,0,0,0,9.99E-16,0
8438,chatkhil,130.3544494,chatkhil,130.3544494,130.3544494,5096009842,130.3544494,1,1,1,0.025579709,91_11,0.073551607,4.870257274,-1.10E-14,-6.00E-15,-6.00E-15,-3.665955855,8438,0,0,0,0,0
6279,noakhali sadar,799.2698892,kabirhat,130.0097779,130.0097779,4383193948,799.2698892,0.162660673,1,0.162660673,0.029660969,01_11,0.073357129,4.867609662,-1.81608901,-8.62E-13,-1.81608901,-3.517923287,6279,0.01241301,0,4.00E-15,0.02215241,0
9473,noakhali sadar (sudharam),799.2698892,kabirhat,130.0097779,130.0097779,4383193948,799.2698892,0.162660673,1,0.162660673,0.029660969,91_11,0.073357129,4.867609662,-1.81608901,-8.62E-13,-1.81608901,-3.517923287,9473,0,0.022896077,0,0,0.004278117
6489,banari para,128.4059401,banaripara,128.4059401,128.4059401,4773127783,128.4059401,1,1,1,0.026901844,91_11,0.072452174,4.855196652,2.00E-14,9.99E-15,9.99E-15,-3.615560436,6489,0.000200587,0,0,0,0
112,banari para,128.4059401,banari para,128.4059401,128.4059401,4773127783,128.4059401,1,1,1,0.026901844,91_01,0.072452174,4.855196652,2.00E-14,9.99E-15,9.99E-15,-3.615560436,112,0,0,0,9.99E-15,0.001098742
3204,banari para,128.4059401,banaripara,128.4059401,128.4059401,4773127783,128.4059401,1,1,1,0.026901844,01_11,0.072452174,4.855196652,2.00E-14,9.99E-15,9.99E-15,-3.615560436,3204,0,0,0,0,0
3632,homna,128.3801861,homna,128.3801861,128.3801861,4650769701,128.3801861,1,1,1,0.027604073,01_11,0.072437643,4.854996066,9.99E-15,0,0,-3.589791946,3632,1.18E-12,0,0,0,0.000566731
512,homna,193.7367318,homna,128.3801861,128.3801861,4650769701,193.7367318,0.662652791,1,0.662652791,0.027604073,91_01,0.072437643,4.854996066,-0.411504119,-1.18E-12,-0.411504119,-3.589791946,512,0.006690186,0.021697733,0,0.021697733,0
6900,homna,193.7367318,homna,128.3801861,128.3801861,4650769701,193.7367318,0.662652791,1,0.662652791,0.027604073,91_11,0.072437643,4.854996066,-0.411504119,-1.18E-12,-0.411504119,-3.589791946,6900,0,0,9.99E-16,0,1.62E-12
5945,matlab,127.5241655,matlab dakshin,127.5241655,127.5241655,5985879990,127.5241655,1,1,1,0.021304163,01_11,0.071954639,4.84830588,5.00E-14,3.00E-14,3.00E-14,-3.84885276,5945,1.23E-12,9.99E-15,0,0,1.44E-12
9181,matlab,422.8258441,matlab dakshin,127.5241655,127.5241655,5985879990,422.8258441,0.301599742,1,0.301599742,0.021304163,91_11,0.071954639,4.84830588,-1.198654498,-1.21E-12,-1.198654498,-3.84885276,9181,0.010915248,0,3.00E-15,0.001560983,0
2791,matlab,422.8258441,matlab,127.5241655,127.5241655,5985879990,422.8258441,0.301599742,1,0.301599742,0.021304163,91_01,0.071954639,4.84830588,-1.198654498,-1.21E-12,-1.198654498,-3.84885276,2791,0,0.001560983,0,0,0.001038201
9238,comilla sadar (kotwali),277.2577129,comilla sadar dakhin,221.7593221,126.1397768,5721216050,372.8772583,0.338287664,0.568813863,0.454954978,0.022047721,91_11,0.071173507,4.837390632,-1.083858668,-0.564202028,-0.787556814,-3.814546026,9238,0.00286559,0.018204546,0.026808255,0,0.002629497
6016,comilla sadar (kotwali),277.2577129,comilla sadar dakhin,221.7593221,126.1397768,5721216050,372.8772583,0.338287664,0.568813863,0.454954978,0.022047721,01_11,0.071173507,4.837390632,-1.083858668,-0.564202028,-0.787556814,-3.814546026,6016,0,0,0,0.011127139,0
8302,bholahat,125.7788294,bholahat,125.7788294,125.7788294,4258730739,125.7788294,1,1,1,0.029534347,91_11,0.070969845,4.834525042,4.00E-14,2.00E-14,2.00E-14,-3.522201404,8302,0.00422253,0,0,0,0
1914,bholahat,125.7788294,bholahat,125.7788294,125.7788294,4258730739,125.7788294,1,1,1,0.029534347,91_01,0.070969845,4.834525042,4.00E-14,2.00E-14,2.00E-14,-3.522201404,1914,0,0,0,0,0
5054,bholahat,125.7788294,bholahat,125.7788294,125.7788294,4258730739,125.7788294,1,1,1,0.029534347,01_11,0.070969845,4.834525042,4.00E-14,2.00E-14,2.00E-14,-3.522201404,5054,0,0,0,0,0.000898411
726,parshuram,226.17585,chhagalnaiya,235.9492071,125.2488441,3673591767,336.876213,0.371794859,0.55376754,0.530829689,0.034094383,91_01,0.070670804,4.830302512,-0.989413031,-0.591010283,-0.633314046,-3.378622634,726,0.004067559,0.011470273,0.00134367,0.025434435,0.002294465
5950,anowara,124.7404218,anowara,124.7404218,124.7404218,4393483804,124.7404218,1,1,1,0.028392143,01_11,0.07038393,4.826234952,-1.90E-14,-8.99E-15,-8.99E-15,-3.561642816,5950,1.25E-12,9.99E-16,0,0,0.002068748
9187,anowara,148.3410465,anowara,124.7404218,124.7404218,4393483804,148.3410465,0.840902938,1,0.840902938,0.028392143,91_11,0.07038393,4.826234952,-0.173279039,-1.26E-12,-0.173279039,-3.561642816,9187,0.000232717,0.025764011,0,0,0
2797,anowara,148.3410465,anowara,124.7404218,124.7404218,4393483804,148.3410465,0.840902938,1,0.840902938,0.028392143,91_01,0.07038393,4.826234952,-0.173279039,-1.26E-12,-0.173279039,-3.561642816,2797,0,0,4.50E-14,0.025764011,1.20E-12
3590,brahman para,157.8213426,brahman para,124.7113959,124.7113959,5592209457,157.8213426,0.790206153,1,0.790206153,0.022300916,01_11,0.070367553,4.826002235,-0.235461415,-1.84E-12,-0.235461415,-3.803127504,3590,0.034589368,0,1.70E-14,0,0.000302391
6860,brahman para,157.8213426,brahman para,124.7113959,124.7113959,5592209457,157.8213426,0.790206153,1,0.790206153,0.022300916,91_11,0.070367553,4.826002235,-0.235461415,-1.84E-12,-0.235461415,-3.803127504,6860,0,0.000374756,0,0.000374756,0
5179,saidpur,120.4714587,saidpur,120.4714587,120.4714587,4348743684,120.4714587,1,1,1,0.027702589,01_11,0.067975197,4.791412868,-6.99E-15,-3.00E-15,-3.00E-15,-3.586229406,5179,0.025385927,0,0,0,0
2038,saidpur,120.4714587,saidpur,120.4714587,120.4714587,4348743684,120.4714587,1,1,1,0.027702589,91_01,0.067975197,4.791412868,-6.99E-15,-3.00E-15,-3.00E-15,-3.586229406,2038,0,0,0,0,0
8426,saidpur,120.4714587,saidpur,120.4714587,120.4714587,4348743684,120.4714587,1,1,1,0.027702589,91_11,0.067975197,4.791412868,-6.99E-15,-3.00E-15,-3.00E-15,-3.586229406,8426,0,0,0,0,0.000769097
6550,daulat khan,117.4516712,daulat khan,117.4516712,117.4516712,3441584688,117.4516712,1,1,1,0.034127206,91_11,0.066271303,4.76602694,2.00E-14,9.99E-15,9.99E-15,-3.377660369,6550,0.00860427,0,0,0,0
173,daulat khan,117.4516712,daulat khan,117.4516712,117.4516712,3441584688,117.4516712,1,1,1,0.034127206,91_01,0.066271303,4.76602694,2.00E-14,9.99E-15,9.99E-15,-3.377660369,173,0,0,0,0,0.000962265
3265,daulat khan,117.4516712,daulat khan,117.4516712,117.4516712,3441584688,117.4516712,1,1,1,0.034127206,01_11,0.066271303,4.76602694,2.00E-14,9.99E-15,9.99E-15,-3.377660369,3265,0,0,0,0,0
7630,bhairab,116.4454206,bhairab,116.4454206,116.4454206,3082779433,116.4454206,1,1,1,0.037772868,91_11,0.065703533,4.75742267,-7.99E-15,-4.00E-15,-4.00E-15,-3.276164212,7630,0.000748986,0,0,0,0
1237,bhairab,116.4454206,bhairab,116.4454206,116.4454206,3082779433,116.4454206,1,1,1,0.037772868,91_01,0.065703533,4.75742267,-7.99E-15,-4.00E-15,-4.00E-15,-3.276164212,1237,0,0,0,0,0
4372,bhairab,116.4454206,bhairab,116.4454206,116.4454206,3082779433,116.4454206,1,1,1,0.037772868,01_11,0.065703533,4.75742267,-7.99E-15,-4.00E-15,-4.00E-15,-3.276164212,4372,0,0,0,0,0.000226174
1241,hossainpur,116.3582372,hossainpur,116.3582372,116.3582372,3775272850,116.3582372,1,1,1,0.030821146,91_01,0.06565434,4.756673684,9.99E-15,0,0,-3.479554253,1241,0.001401972,0,0,0,0
4377,hossainpur,116.3582372,hossainpur,116.3582372,116.3582372,3775272850,116.3582372,1,1,1,0.030821146,01_11,0.06565434,4.756673684,9.99E-15,0,0,-3.479554253,4377,0,0,0,0,0.000345653
7634,hossainpur,116.3582372,hossainpur,116.3582372,116.3582372,3775272850,116.3582372,1,1,1,0.030821146,91_11,0.06565434,4.756673684,9.99E-15,0,0,-3.479554253,7634,0,0,0,0,0
9530,madhupur,515.7516362,dhanbari,116.1952206,116.1952206,3650921598,515.7516362,0.225292975,1,0.225292975,0.031826271,91_11,0.065562359,4.755271712,-1.490353612,-1.26E-12,-1.490353612,-3.447463195,9530,0.005608454,0,0,0.003681161,0
6346,madhupur,515.7516362,dhanbari,116.1952206,116.1952206,3650921598,515.7516362,0.225292975,1,0.225292975,0.031826271,01_11,0.065562359,4.755271712,-1.490353612,-1.26E-12,-1.490353612,-3.447463195,6346,0,0.003681161,0,0,0.000818294
3114,kachua,115.545369,kachua,115.545369,115.545369,6111481794,115.545369,1,1,1,0.018906277,01_11,0.065195685,4.749663258,-3.00E-15,-2.00E-15,-2.00E-15,-3.968261284,3114,0.004131101,0,0,0,0.004508827
22,kachua,115.545369,kachua,115.545369,115.545369,6111481794,115.545369,1,1,1,0.018906277,91_01,0.065195685,4.749663258,-3.00E-15,-2.00E-15,-2.00E-15,-3.968261284,22,0,0,0,0,0
6399,kachua,115.545369,kachua,115.545369,115.545369,6111481794,115.545369,1,1,1,0.018906277,91_11,0.065195685,4.749663258,-3.00E-15,-2.00E-15,-2.00E-15,-3.968261284,6399,0,0,0,0,0
8138,belabo,115.069024,belabo,115.069024,115.069024,4991670005,115.069024,1,1,1,0.02305221,91_11,0.06492691,4.745532157,-4.00E-15,-2.00E-15,-2.00E-15,-3.769993646,8138,0.004076628,0,0,0,0.002136062
1750,belabo,115.069024,belabo,115.069024,115.069024,4991670005,115.069024,1,1,1,0.02305221,91_01,0.06492691,4.745532157,-4.00E-15,-2.00E-15,-2.00E-15,-3.769993646,1750,0,0,0,0,0
4889,belabo,115.069024,belabo,115.069024,115.069024,4991670005,115.069024,1,1,1,0.02305221,01_11,0.06492691,4.745532157,-4.00E-15,-2.00E-15,-2.00E-15,-3.769993646,4889,0,0,0,0,0
5222,bhangura,114.6008853,bhangura,114.6008853,114.6008853,4681364046,114.6008853,1,1,1,0.024480234,01_11,0.064662766,4.74145553,3.00E-14,2.00E-14,2.00E-14,-3.709889279,5222,0.018921231,0,0,0,0.000215654
2082,bhangura,114.6008853,bhangura,114.6008853,114.6008853,4681364046,114.6008853,1,1,1,0.024480234,91_01,0.064662766,4.74145553,3.00E-14,2.00E-14,2.00E-14,-3.709889279,2082,0,0,0,0,0
8469,bhangura,114.6008853,bhangura,114.6008853,114.6008853,4681364046,114.6008853,1,1,1,0.024480234,91_11,0.064662766,4.74145553,3.00E-14,2.00E-14,2.00E-14,-3.709889279,8469,0,0,0,0,0
6270,mujib nagar,112.4528811,mujib nagar,112.4528811,112.4528811,7140289852,112.4528811,1,1,1,0.015749064,01_11,0.06345077,4.722534299,-3.00E-15,-2.00E-15,-2.00E-15,-4.150974351,6270,3.38E-13,0,0,0,8.06E-13
3014,meherpur sadar,396.9448,mujib nagar,112.4528811,112.4528811,7140289852,396.9448,0.283296018,1,0.283296018,0.015749064,91_01,0.06345077,4.722534299,-1.261262929,-3.41E-13,-1.261262929,-4.150974351,3014,0.002446824,0,0,0.015211143,0.004976911
9464,meherpur sadar,396.9448,mujib nagar,112.4528811,112.4528811,7140289852,396.9448,0.283296018,1,0.283296018,0.015749064,91_11,0.06345077,4.722534299,-1.261262929,-3.41E-13,-1.261262929,-4.150974351,9464,0,0.015211143,2.41E-14,0,0
6026,meghna,112.178065,meghna,112.178065,112.178065,2969577574,112.178065,1,1,1,0.037775765,01_11,0.063295706,4.720087475,2.00E-14,9.99E-15,9.99E-15,-3.276087516,6026,0.013260356,0,0,0,7.67E-05
727,chhagalnaiya,110.700363,chhagalnaiya,235.9492071,110.700363,5392318800,235.9492071,0.469170311,1,0.469170311,0.020529269,91_01,0.062461923,4.706827118,-0.756789439,-2.44E-12,-0.756789439,-3.885903657,727,1.19E-12,0.002064892,6.00E-15,0.001539926,8.23E-13
7120,chhagalnaiya,110.700363,chhagalnaiya,149.2249823,110.7003629,5392318800,149.2249823,0.741835323,1,0.741835323,0.020529269,91_11,0.062461923,4.706827118,-0.298627997,-3.63E-12,-0.298627997,-3.885903657,7120,0.002021823,0.008286925,1.19E-13,0.008286925,0.005799211
8001,tongibari,110.4767725,tongibari,110.4767725,110.4767725,3593691929,110.4767725,1,1,1,0.03074186,91_11,0.062335764,4.704805295,-8.99E-15,-4.00E-15,-4.00E-15,-3.482130051,8001,0.017595401,0,0,0,0
